wpcf-a570,wpcf-a195,wpcf-a572,post_type,lng,id,post_author,wpcf-a175,wpcf-a174,wpcf-a177,wpcf-a176,ibge,wpcf-a173,wpcf-a172,post_status,wpcf-a179,wpcf-a178,wpcf-a188,wpcf-a180,wpcf-a181,wpcf-a182,wpcf-a183,wpcf-a184,wpcf-a185,wpcf-a186,wpcf-a187,lat,wpcf-a569,comment_status,wpcf-a167,wpcf-a164,post_title,wpcf-a489,wpcf-a168,wpcf-a169
Urucuia,Não,13911,municipio,-45.7370281843675,,317052,Sim,Sim,Sim,Não,317052,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-16.1320910169931,MG,open,Sim,Integrado ao sistema estadual de ensino,Urucuia - MG,Não,Sim,Sim
Vargem Alegre,Não,6455,municipio,-42.2998154822517,,317057,Não,Sim,Não,Não,317057,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-19.6007202041095,MG,open,Não,Integrado ao sistema estadual de ensino,Vargem Alegre - MG,Sim,Não,Não
Vargem Bonita,Sim,2160,municipio,-46.3724569794485,,317060,Não,Sim,Sim,Sim,317060,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-20.3267766484088,MG,open,Sim,Integrado ao sistema estadual de ensino,Vargem Bonita - MG,Não,Não,Não
Vargem Grande do Rio Pardo,Sim,4755,municipio,-42.3092908662842,,317065,Sim,Sim,Não,Não,317065,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-15.4024006159174,MG,open,Sim,Integrado ao sistema estadual de ensino,Vargem Grande do Rio Pardo - MG,Sim,Sim,Sim
Varginha,Não,124162,municipio,-45.4318861442786,,317070,Sim,Sim,Sim,Sim,317070,Sim,Sim,publish,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-21.5570800390634,MG,open,Sim,Integrado ao sistema estadual de ensino,Varginha - MG,Não,Sim,Sim
Varjão de Minas,Não,6158,municipio,-46.033501545731,,317075,Sim,Sim,Sim,Sim,317075,Sim,Sim,publish,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-18.3837044637811,MG,open,Não,Integrado ao sistema estadual de ensino,Varjão de Minas - MG,Não,Não,Não
Várzea da Palma,Sim,36129,municipio,-44.7303465827323,,317080,Sim,Sim,Não,Sim,317080,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,-17.5975701770905,MG,open,Sim,Integrado ao sistema estadual de ensino,Várzea da Palma - MG,Sim,Sim,Sim
Varzelândia,Sim,19112,municipio,-44.027948143227,,317090,Sim,Sim,Não,Sim,317090,Sim,Sim,publish,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-15.7088710522808,MG,open,Sim,Integrado ao sistema estadual de ensino,Varzelândia - MG,Sim,Sim,Sim
Vazante,Sim,19785,municipio,-46.901966885848,,317100,Sim,Sim,Sim,Não,317100,Sim,Sim,publish,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-17.9910384302439,MG,open,Não,Integrado ao sistema estadual de ensino,Vazante - MG,Não,Sim,Sim
Verdelândia,Sim,8436,municipio,-43.6060222623997,,317103,Sim,Sim,Não,Sim,317103,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Sim,Sim,-15.5945423473444,MG,open,Não,Integrado ao sistema estadual de ensino,Verdelândia - MG,Sim,Não,Não
Veredinha,Não,5559,municipio,-42.7359302400247,,317107,Sim,Sim,Não,Não,317107,Sim,Sim,publish,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,-17.3939690803405,MG,open,Não,Integrado ao sistema estadual de ensino,Veredinha - MG,Não,Sim,Sim
Veríssimo,Não,3530,municipio,-48.303710580261,,317110,Não aplicável,Não aplicável,Não aplicável,Não aplicável,317110,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-19.669357832615,MG,open,Não,Integrado ao sistema estadual de ensino,Veríssimo - MG,Não,Não,Sim
Vermelho Novo,Sim,4698,municipio,-42.2683458173973,,317115,Não,Sim,Não,Não,317115,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-20.0347660882542,MG,open,Não,Integrado ao sistema estadual de ensino,Vermelho Novo - MG,Não,Sim,Sim
Vespasiano,Sim,106685,municipio,-43.9199151867378,,317120,Não,Sim,Não,Sim,317120,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,-19.6930304397713,MG,open,Não,Próprio,Vespasiano - MG,Não,Não,Sim
Viçosa,Sim,72786,municipio,-42.8794773756709,,317130,Sim,Sim,Não,Sim,317130,Sim,Sim,publish,Não,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-20.7520720070293,MG,open,Sim,Integrado ao sistema estadual de ensino,Viçosa - MG,Não,Sim,Sim
Vieiras,Sim,3715,municipio,-42.2458035423232,,317140,Não aplicável,Não aplicável,Não aplicável,Não aplicável,317140,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Não,Sim,Não,Não,Não,-20.8653406932197,MG,open,Não,Integrado ao sistema estadual de ensino,Vieiras - MG,Não,Não,Não
Mathias Lobato,Não,3350,municipio,-41.9233604609168,,317150,Não,Sim,Não,Não,317150,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Sim,-18.5795889082626,MG,open,Não,Integrado ao sistema estadual de ensino,Mathias Lobato - MG,Não,Sim,Sim
Virgem da Lapa,Não,13615,municipio,-42.3432810665662,,317160,Sim,Sim,Não,Não,317160,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-16.8021488570313,MG,open,Não,Integrado ao sistema estadual de ensino,Virgem da Lapa - MG,Não,Sim,Sim
Virgínia,Não,8618,municipio,-45.0954251629558,,317170,Não,Sim,Não,Não,317170,Sim,Sim,publish,Não,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,-22.3369720668069,MG,open,Sim,Integrado ao sistema estadual de ensino,Virgínia - MG,Sim,Sim,Sim
Virginópolis,Não,10553,municipio,-42.7148044703271,,317180,Não aplicável,Não aplicável,Não aplicável,Não aplicável,317180,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-18.8251403925481,MG,open,Não,Integrado ao sistema estadual de ensino,Virginópolis - MG,Não,Não,Não
Virgolândia,Não,5624,municipio,-42.3108100373185,,317190,Sim,Sim,Não,Não,317190,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-18.4760617047881,MG,open,Não,Integrado ao sistema estadual de ensino,Virgolândia - MG,Sim,Não,Não
Visconde do Rio Branco,Não,38353,municipio,-42.8393893910016,,317200,Sim,Sim,Sim,Não,317200,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,-21.0119895771312,MG,open,Não,Integrado ao sistema estadual de ensino,Visconde do Rio Branco - MG,Não,Não,Não
Volta Grande,Sim,5082,municipio,-42.5412849473875,,317210,Não,Sim,Não,Não,317210,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Não,-21.7707111492068,MG,open,Sim,Integrado ao sistema estadual de ensino,Volta Grande - MG,Não,Sim,Sim
Wenceslau Braz,Não,2550,municipio,-45.3567739530528,,317220,Não aplicável,Não aplicável,Não aplicável,Não aplicável,317220,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Não,-22.5290130396557,MG,open,Não,Integrado ao sistema estadual de ensino,Wenceslau Braz - MG,Não,Não,Não
Afonso Cláudio,Não,31004,municipio,-41.1254597171689,,320010,Não,Sim,Não,Sim,320010,Sim,Sim,publish,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,-20.0770400098969,ES,open,Sim,Integrado ao sistema estadual de ensino,Afonso Cláudio - ES,Não,Sim,Sim
Águia Branca,Sim,9513,municipio,-40.7366381673749,,320013,Não,Sim,Não,Sim,320013,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Não,-18.9873613695253,ES,open,Sim,Integrado ao sistema estadual de ensino,Águia Branca - ES,Não,Sim,Sim
Água Doce do Norte,Sim,11696,municipio,-40.976455911882,,320016,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320016,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-18.5455464912766,ES,open,Sim,Integrado ao sistema estadual de ensino,Água Doce do Norte - ES,Não,Sim,Sim
Alegre,Sim,30696,municipio,-41.5364883187663,,320020,Sim,Sim,Não,Não,320020,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-20.7632651351226,ES,open,Sim,Próprio,Alegre - ES,Sim,Não,Não
Alfredo Chaves,Sim,13982,municipio,-40.7600496463911,,320030,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320030,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.630347537232,ES,open,Sim,Integrado ao sistema estadual de ensino,Alfredo Chaves - ES,Não,Não,Não
Alto Rio Novo,Sim,7345,municipio,-41.0186843433418,,320035,Sim,Sim,Não,Sim,320035,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-19.0574996056204,ES,open,Sim,Próprio,Alto Rio Novo - ES,Não,Sim,Sim
Anchieta,Não,24265,municipio,-40.6476589422027,,320040,Sim,Sim,Sim,Sim,320040,Sim,Sim,publish,Sim,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,-20.8056132241888,ES,open,Não,Próprio,Anchieta - ES,Não,Sim,Não
Apiacá,Sim,7505,municipio,-41.5633797608618,,320050,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320050,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-21.1564478852618,ES,open,Não,Integrado ao sistema estadual de ensino,Apiacá - ES,Não,Sim,Sim
Aracruz,Sim,83152,municipio,-40.2762233763624,,320060,Sim,Sim,Não,Sim,320060,Sim,Sim,publish,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,-19.8232777404467,ES,open,Sim,Próprio,Aracruz - ES,Sim,Sim,Sim
Atilio Vivacqua,Não,9967,municipio,-41.1912419094544,,320070,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320070,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Sim,Não,Sim,-20.9158966202099,ES,open,Sim,Integrado ao sistema estadual de ensino,Atilio Vivacqua - ES,Não,Sim,Sim
Baixo Guandu,Sim,29178,municipio,-41.0120677359012,,320080,Sim,Sim,Não,Sim,320080,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-19.5142461286191,ES,open,Sim,Integrado ao sistema estadual de ensino,Baixo Guandu - ES,Não,Sim,Sim
Barra de São Francisco,Não,40884,municipio,-40.89039862396,,320090,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320090,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.7590890533313,ES,open,Sim,Integrado ao sistema estadual de ensino,Barra de São Francisco - ES,Não,Sim,Sim
Boa Esperança,Sim,14239,municipio,-40.3029556431013,,320100,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320100,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-18.5387151622041,ES,open,Sim,Próprio,Boa Esperança - ES,Não,Sim,Sim
Bom Jesus do Norte,Não,9496,municipio,-41.6758105077654,,320110,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320110,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Sim,Sim,-21.129341788413,ES,open,Sim,Integrado ao sistema estadual de ensino,Bom Jesus do Norte - ES,Não,Sim,Sim
Brejetuba,Não,11933,municipio,-41.2896765285112,,320115,Sim,Sim,Não,Sim,320115,Não,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-20.1570341861911,ES,open,Sim,Integrado ao sistema estadual de ensino,Brejetuba - ES,Não,Sim,Sim
Cachoeiro de Itapemirim,Sim,191042,municipio,-41.1119188104426,,320120,Sim,Sim,Não,Sim,320120,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-20.8501123496921,ES,open,Sim,Próprio,Cachoeiro de Itapemirim - ES,Sim,Não,Sim
Cariacica,Não,350615,municipio,-40.3905591046775,,320130,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320130,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.2946777965172,ES,open,Sim,Próprio,Cariacica - ES,Sim,Sim,Sim
Castelo,Não,34900,municipio,-41.2022127039763,,320140,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320140,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.602065086052,ES,open,Sim,Integrado ao sistema estadual de ensino,Castelo - ES,Sim,Não,Não
Colatina,Não,112432,municipio,-40.6303175540319,,320150,Sim,Sim,Não,Sim,320150,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-19.5362700836217,ES,open,Sim,Integrado ao sistema estadual de ensino,Colatina - ES,Não,Sim,Sim
Conceição da Barra,Não,28600,municipio,-39.7274744194389,,320160,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320160,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.5984623008997,ES,open,Sim,Próprio,Conceição da Barra - ES,Sim,Não,Sim
Conceição do Castelo,Sim,11741,municipio,-41.2453480411941,,320170,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320170,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.3655811138099,ES,open,Sim,Integrado ao sistema estadual de ensino,Conceição do Castelo - ES,Não,Sim,Sim
Divino de São Lourenço,Sim,4493,municipio,-41.6799763283207,,320180,Não,Sim,Não,Não,320180,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,-20.6204706518503,ES,open,Não,Integrado ao sistema estadual de ensino,Divino de São Lourenço - ES,Não,Não,Não
Domingos Martins,Não,31946,municipio,-40.6593963545811,,320190,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320190,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.3642385223786,ES,open,Sim,Integrado ao sistema estadual de ensino,Domingos Martins - ES,Não,Sim,Sim
Dores do Rio Preto,Sim,6414,municipio,-41.8495773624823,,320200,Sim,Sim,Não,Não,320200,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-20.692893905303,ES,open,Não,Integrado ao sistema estadual de ensino,Dores do Rio Preto - ES,Não,Sim,Sim
Ecoporanga,Não,23154,municipio,-40.8300811593362,,320210,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320210,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.3752523795108,ES,open,Sim,Integrado ao sistema estadual de ensino,Ecoporanga - ES,Não,Não,Não
Fundão,Não,17334,municipio,-40.4037654440298,,320220,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320220,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-19.9334471176936,ES,open,Não,Integrado ao sistema estadual de ensino,Fundão - ES,Não,Sim,Sim
Governador Lindenberg,Não,10990,municipio,-40.4577660614079,,320225,Não,Sim,Não,Não,320225,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-19.2528074444097,ES,open,Sim,Integrado ao sistema estadual de ensino,Governador Lindenberg - ES,Não,Sim,Sim
Guaçuí,Sim,28033,municipio,-41.6794962927473,,320230,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320230,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.7753378052849,ES,open,Sim,Integrado ao sistema estadual de ensino,Guaçuí - ES,Não,Sim,Não
Guarapari,Não,106583,municipio,-40.4950210194579,,320240,Sim,Sim,Sim,Sim,320240,Sim,Sim,publish,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,-20.6659745796442,ES,open,Sim,Próprio,Guarapari - ES,Não,Sim,Sim
Ibatiba,Não,22609,municipio,-41.507207999498,,320245,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320245,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.2340203462858,ES,open,Sim,Integrado ao sistema estadual de ensino,Ibatiba - ES,Não,Sim,Sim
Ibiraçu,Não,11258,municipio,-40.3716661788635,,320250,Sim,Sim,Não,Sim,320250,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-19.8318799980722,ES,open,Sim,Integrado ao sistema estadual de ensino,Ibiraçu - ES,Sim,Não,Sim
Ibitirama,Sim,8938,municipio,-41.6594124008597,,320255,Não,Sim,Não,Não,320255,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-20.5387309665894,ES,open,Não,Próprio,Ibitirama - ES,Não,Sim,Não
Iconha,Não,12603,municipio,-40.8112210453371,,320260,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320260,Não aplicável,Não,publish,Não aplicável,Não aplicável,Não,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Sim,-20.7971447538605,ES,open,Sim,Integrado ao sistema estadual de ensino,Iconha - ES,Não,Sim,Sim
Irupi,Sim,11829,municipio,-41.6475278614673,,320265,Não,Sim,Não,Não,320265,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,-20.3485970392932,ES,open,Sim,Integrado ao sistema estadual de ensino,Irupi - ES,Não,Não,Não
Itaguaçu,Não,14107,municipio,-40.8565984866284,,320270,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320270,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Não,Não,Não,Sim,-19.8025077112127,ES,open,Sim,Integrado ao sistema estadual de ensino,Itaguaçu - ES,Não,Sim,Sim
Itapemirim,Não,31209,municipio,-40.836145116845,,320280,Sim,Sim,Sim,Sim,320280,Sim,Sim,publish,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-21.0110996272507,ES,open,Não,Integrado ao sistema estadual de ensino,Itapemirim - ES,Não,Sim,Sim
Itarana,Sim,10840,municipio,-40.879791082226,,320290,Sim,Sim,Não,Sim,320290,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Sim,-19.872348006049,ES,open,Sim,Integrado ao sistema estadual de ensino,Itarana - ES,Não,Sim,Sim
Iúna,Não,27422,municipio,-41.5328886935213,,320300,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320300,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.3485995137779,ES,open,Não,Integrado ao sistema estadual de ensino,Iúna - ES,Sim,Sim,Sim
Jaguaré,Não,25073,municipio,-40.0861409923639,,320305,Sim,Sim,Não,Sim,320305,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-18.9004359095214,ES,open,Sim,Próprio,Jaguaré - ES,Não,Sim,Sim
Jerônimo Monteiro,Não,10932,municipio,-41.4029345744706,,320310,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320310,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Não,Não,Sim,-20.7976978982677,ES,open,Sim,Integrado ao sistema estadual de ensino,Jerônimo Monteiro - ES,Não,Não,Não
João Neiva,Não,15848,municipio,-40.3808804853376,,320313,Sim,Sim,Não,Não,320313,Sim,Sim,publish,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,-19.7529585988572,ES,open,Não,Integrado ao sistema estadual de ensino,João Neiva - ES,Não,Sim,Sim
Laranja da Terra,Não,10818,municipio,-41.0552443545224,,320316,Sim,Sim,Não,Sim,320316,Sim,Sim,publish,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,-19.898693450439,ES,open,Sim,Próprio,Laranja da Terra - ES,Não,Não,Não
Linhares,Sim,143509,municipio,-40.0653057986955,,320320,Sim,Sim,Sim,Sim,320320,Sim,Sim,publish,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,Sim,-19.3981059344649,ES,open,Sim,Integrado ao sistema estadual de ensino,Linhares - ES,Sim,Sim,Sim
Mantenópolis,Não,13721,municipio,-41.117737478806,,320330,Sim,Sim,Não,Sim,320330,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,-18.8611789662471,ES,open,Não,Integrado ao sistema estadual de ensino,Mantenópolis - ES,Não,Não,Sim
Marataízes,Não,34412,municipio,-40.8301872856744,,320332,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320332,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-21.0429962752913,ES,open,Não,Integrado ao sistema estadual de ensino,Marataízes - ES,Não,Sim,Sim
Marechal Floriano,Não,14422,municipio,-40.6803834328881,,320334,Não,Não,Não,Não,320334,Sim,Sim,publish,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,-20.4267085919717,ES,open,Não,Integrado ao sistema estadual de ensino,Marechal Floriano - ES,Não,Sim,Sim
Marilândia,Não,11198,municipio,-40.5509510036323,,320335,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320335,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-19.4128127577518,ES,open,Sim,Integrado ao sistema estadual de ensino,Marilândia - ES,Não,Sim,Sim
Mimoso do Sul,Não,25880,municipio,-41.3644252658845,,320340,Sim,Sim,Não,Sim,320340,Sim,Sim,publish,Não,Não,Sim,Não,Não,Não,Sim,Sim,Sim,Não,Não,-21.0653735081717,ES,open,Não,Integrado ao sistema estadual de ensino,Mimoso do Sul - ES,Não,Não,Não
Montanha,Não,17894,municipio,-40.3634208795715,,320350,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320350,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.1268566471782,ES,open,Não,Integrado ao sistema estadual de ensino,Montanha - ES,Não,Não,Não
Mucurici,Sim,5637,municipio,-40.5179268365101,,320360,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320360,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.097236379572,ES,open,Sim,Integrado ao sistema estadual de ensino,Mucurici - ES,Não,Sim,Sim
Muniz Freire,Sim,18298,municipio,-41.417513780413,,320370,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320370,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Não,-20.4565455935268,ES,open,Sim,Próprio,Muniz Freire - ES,Não,Não,Não
Muqui,Sim,14452,municipio,-41.3462139983691,,320380,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320380,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-20.9536923095423,ES,open,Sim,Integrado ao sistema estadual de ensino,Muqui - ES,Não,Sim,Sim
Nova Venécia,Não,46263,municipio,-40.401547877017,,320390,Sim,Não,Não,Sim,320390,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,-18.7129060016259,ES,open,Sim,Próprio,Nova Venécia - ES,Não,Sim,Não
Pancas,Sim,21636,municipio,-40.8560031007125,,320400,Sim,Sim,Não,Sim,320400,Sim,Sim,publish,Não,Não,Sim,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,-19.224419786132,ES,open,Não,Integrado ao sistema estadual de ensino,Pancas - ES,Não,Sim,Sim
Pedro Canário,Sim,23935,municipio,-39.9549369518726,,320405,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320405,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.2971915038956,ES,open,Sim,Integrado ao sistema estadual de ensino,Pedro Canário - ES,Não,Não,Não
Pinheiros,Não,24093,municipio,-40.2177280801912,,320410,Não aplicável,Não aplicável,Não aplicável,Não aplicável,320410,Não aplicável,Não,publish,Não aplicável,Não aplicável,Sim,Não aplicável,Não aplicável,Não aplicável,Sim,Sim,Sim,Não,Sim,-18.413323343618,ES,open,Sim,Próprio,Pinheiros - ES,Não,Sim,Sim
